product_id,review_title,description,author,rating,date,pros,cons,author_profession,author_industry,author_duration
actus,Liverpool John Lennon Airport ,Our experience with Actus has been outstanding. From initial contact and tender process through to implementation and launch of the system I cannot fault the service we received. We had a very short schedule for build and launch to meet our internal deadlines but the whole team at Actus worked hard to ensure that we were able to achieve this. Every member of the team we have dealt with has been extremely helpful and patient with all requests we have made. I would highly recommend Actus to any organisation looking to implement a Performance Management system.,Rebecca L.,5.0,"December 5, 2019",The main selling point of Actus was the level of personalisation they offered us as a business. When we began looking for a Performance Management system this was our No.1 criteria and Actus where able to deliver exactly what they had sold us. It was very important to us that the system we purchased was both user friendly and adaptable to the differing needs of our diverse workforce and this is exactly what Actus delivers. The reporting in the system is also excellent and has already enabled us to significantly improve our Performance Management reporting across all areas.,There were a couple of amendments we would have liked to make in the system before launch that we weren't able to implement due to it being part of the core build of the system. These however were only minor points and the implementation team worked hard to come up with suitable suggestions on how we could adapt these elements to better suit our needs.,HR & Community Manager,Aviation & Aerospace,Used the software for: Less than 6 months
actus,Feedback on Actus Software,As a company employee feedback highlighted a lack of development discussions and employee engagement. The software has benefited in both areas as well as allowing managers to see the benefits of more regular discussions.,Helen G.,5.0,"November 26, 2019",I found the software was user friendly and each screen operated in the same way. It lends itself to an all year cycle of managing performance and ensuring dialogue is frequent with the employees. It also is split into logical sections so a review/meeting can be tailored and as long or short as required to cover possibly one area at a time. This helps with focus and allows reflection between meetings.,To start with it seemed disjointed but the more you use the product the more you realise it's better to be sectioned as I mentioned above to keep meetings short and focused.,Director,Mechanical or Industrial Engineering,Used the software for: 2+ years
actus,"Good concept, but find the interface not very intuitive. ",Getting manager and employees to engage more.,Tara U.,3.0,"November 22, 2017","Auto save in sections is very helpful! Visually it is appealing. The concept of everything we need is there, it's just getting people to embrace it!","The usability of the program ""out of the box"" is not there. People regularly tell me how convoluted they feel the software is. I think with lots of use, you can become more comfortable with it (but we are not there yet), but more streamlined and less thinking about where you have to go to do things would be helpful.",US HR Operations Officer,Electrical/Electronic Manufacturing,Used the software for: 2+ years
actus,Actus,"Throughout the selection, implementation and launch we were kept well-informed. We've been appointed an account manager post-implementation and received regular calls and training when needed. The system is straight-forward to use but has some really useful features, such as adding milestones to Objectives and creating Department Objectives to demonstrate how individual targets are linked to the overall business goals.",Emma S.,5.0,"January 9, 2020","We liked that the software has the features that we need and is easy to navigate, and gives us a trigger when something is due, such as Appraisals, Probation Reviews, 360 Surveys, Objectives and Training Needs - this takes some of the burden away from the HR team in having to monitor and co-ordinate these tasks. We like that all employees have access to their performance record and this allows ownership of their goals, objectives and their career progression.",We can't think of anything we do not like about this software. A new talent management function is in the pipeline and this is perfect timing for our organisation as we are working on creating a succession plan which will now be possible through Actus.,HR Manager,Staffing and Recruiting,Used the software for: 6-12 months
actus,"Efficient, Useful & Supportive",A very effective tool for managing performance and increasing employee ownership. Like the actions sections very much as a to do list so that outcomes and actions can both be recorded. Flexibility of system to really bespoke to individual organisational needs is also useful as well as the ability to link to Vision and Values to embed behaviours as the way we do things around here (the reward element).,Fran T.,5.0,"December 6, 2019",Ease of use - agile and intuitive Excellent technical support and the provider really listens to opportunities to develop the system further Working groups to support development and ongoing enhancement,"Ability to link with other software systems in a streamline way , eg, Relias Not as easy to align to other platforms such as mobile phone and tablets. Training hindered implementation as the principles of performance management took too long so roll out and use of the system was rushed during the training session and felt like an afterthought - this was rectified by the team v quickly though",Director,"Health, Wellness and Fitness",Used the software for: 1-2 years
actus,Essential Recruitment Ltd Review,"Overall the experience, implementation and the using of the system as been a positive addition to our working day. [SENSITIVE CONTENT HIDDEN] our Account Manager is always on hand to assist, give suggestions - she is a pleasure to work with and a credit to the Actus team.",Lisa S.,5.0,"April 16, 2020","I liked that our training programme could be in one place and all could have access to this. That all development reviews are tracked, monitored and accessible in one place. Most of the features on this system add value and give you a structure to work to.",The system is sometimes a little slow. A couple of the features we are not currently using as these didnt appear to fit with how we work.,Training & Development Director,Staffing and Recruiting,Used the software for: 6-12 months
actus,Great company to work with. Actus is a very user friendly system. ,,Claire H.,5.0,"November 16, 2017","The fact the employee and manager can both make updates and the system advises whichever of them did not make the update so they can chose to look if they wish. It is so easy to use that even employees who do not use technology in their daily roles can use it. They can use it anywhere that has internet access. Dashboards make it easy to see where you and your team are in terms of progress Easy to read reports Lots of add-on's available I implemented this system with my previous employer and used it for a couple of years before moving onto my current role. I implemented it with my current employer within 6 months of arriving. I love the fact it constantly develops and the technical team find smarter ways of doing things. It will never get out of date with legislation or look like an old system as the development team are first class. If you want to work with a company who value their customers, give personal service, can provide training and have a system that does everything it says on the tin then work with Advance Change Actus",We have just had a 2 day internet issue which has meant that nobody has been able to log onto the system at work. Not great when it is review time and managers are getting their objectives into the system! Not the systems fault at all. To be honest there is not anything you really could dislike.,HR,Used the software for: Less than 6 months,
actus,Much better!,"Things just work and when there is an issue, the support desk are swift to sort things out.",Paul W.,4.0,"December 6, 2019",Intuitive for our users which means less hassle for our admin function. Allows people to integrate 360 feedback easily into appraisals. Easy to maintain organisational hierarchy now we are set up. Easy for people to add in external emails etc.,Had to set up an FTP to maintain user hierarchy but this is all set up now. Not making use of the whole functionality so hopefully something we can do in 2020,Learning & Development Team Leader,Human Resources,Used the software for: 6-12 months
actus,Great overall experience - the team are excellent and a brilliant support throughout the project ,,Nicola B.,4.0,"November 20, 2017",It is easy to use and developed to be specific to our organisations needs. Its overall functions - reviews/1;1's/Feedback/recognition - all in one place and linked.That it is web based so our staff can access it outside of their work environment if appropriate.,I cant think of anything that i dislike about the system as the team have reviewed and updated it for us as we go along,Assistant Director of Education and OD,Used the software for: 2+ years,
actus,"Highly versatile software and excellent OD support, the team can't do enough to help","Improved engagement, culture change, we hope it will support us in achieving a Good CQC rating at our next assessment.",Steve G.,5.0,"February 14, 2018","Actus provides visibility of performance right down the organisation and the simplicity and user friendly design has proven really popular with our field based paramedics who are able to carry out 121's and update their CPD in quiet times. Actus is supporting us in our culture change programme and we are using it to encourage more frequent, quality conversations and to embed and bring our values to life. New functionality like the recognition tool and the 360 feedback is also proving popular. The Actus team have also been highly responsive to us, helping us to configure bespoke elements of the system so we hope to gain added value for using the system for onboarding and exit interviews as well as clinical audits.","I like the fact that Actus is mobile, but I do find it fiddly to use on my IPAD. We would love to integrate it with ESR but are unable to do so",HR Director (Interim),Hospital & Health Care,Used the software for: 1-2 years
